allergens,product_name,fat_100g,energy_100g,sugars_100g,carbohydrates_100g,fiber_100g,proteins_100g,potassium_100g
,Potatoes With Cheese Sauce Mix.,0.0,1494.0,3.57,78.57,7.1,7.14,
,Flour Tortillas,14.29,1393.0,2.38,45.24,2.4,7.14,
,All Purpose Baking Mix,12.5,1674.0,2.5,60.0,2.5,7.5,
,Italian Flat Egg Noodles,3.57,1569.0,1.79,69.64,1.8,16.07,
,Mighty Ice Pops Orange Cherry Blue Raspberry,0.0,293.0,17.0,17.0,0.0,0.0,
,Long Pasta Spirals,1.79,1569.0,3.57,73.21,3.6,12.5,
,"Large Pasta Rings, Italian Macaroni Product",1.79,1494.0,3.57,69.64,3.6,12.5,
,Rigatoni,1.79,1494.0,3.57,69.64,3.6,12.5,
,"Orecchiette Little Ear Shaped Pasta, Italian Macaroni Product",1.79,1494.0,3.57,69.64,3.6,12.5,
,"Elbow Ridged Pasta, Italian Macaroni Product",1.79,1494.0,3.57,69.64,3.6,12.5,
,Italian Soda,0.0,209.0,11.67,12.08,,0.0,
,Instant Mashed Potatoes,0.0,1540.0,0.0,78.95,5.3,10.53,
,"Italian Soda, Sicilian Lemon",0.0,176.0,10.0,10.0,,0.0,
,"Italian Soda, Pink Grapefruit",0.0,176.0,10.42,10.83,,0.0,
,Salted Butter,78.57,2987.0,0.0,0.0,0.0,0.0,
,"Italian Soda, Coconut Lime",0.0,159.0,9.17,9.17,,0.0,
,Chocolaty Sweetened Rice Cereal,3.23,1619.0,38.71,87.1,3.2,3.23,0.177
,Mashed Potatoes,0.0,1540.0,0.0,78.95,5.3,10.53,
,Restaurant Style Salsa,,,,,,,
,Xtreme Trail Mix Chewy Bar,25.71,2033.0,37.14,54.29,5.7,11.43,
,Stadium Style Smooth Dip,9.38,590.0,0.0,12.5,0.0,3.12,
,Monterey Jack Queso Cheese Dip,8.82,552.0,2.94,11.76,0.0,2.94,
,White Sandwich Slims,2.33,874.0,2.33,46.51,9.3,6.98,
,Honey Nut Toasted Oats,5.36,1644.0,32.14,78.57,,7.14,0.446
,Sandwich Slims,2.33,874.0,2.33,46.51,9.3,6.98,
,Light brown sugar,0.0,1580.0,100.0,100.0,0.0,0.0,
,Oats,,,,,,,
,100% Whole Grain Oats,6.25,1569.0,2.5,67.5,10.0,15.0,
,Peaches & Cream,5.71,1674.0,31.43,77.14,5.7,8.57,
,Original Instant Oatmeal,7.14,151.0,0.0,67.86,10.7,14.29,
,"Instant Oatmeal, Apples& Cinnamon",4.29,1552.0,28.57,77.14,8.6,8.57,
,Maple & Brown Sugar Instant Oatmeal,4.65,1556.0,32.56,74.42,7.0,9.3,
,Lactose Free Vitamin D Milk,3.75,280.0,5.0,5.42,0.0,3.33,
,Frosted Shredded Wheat,1.82,1443.0,20.0,81.82,10.9,9.09,0.327
,Shredded Wheat,2.0,1423.0,0.0,80.0,12.0,12.0,0.34
,"Crunchy Wheat Flakes Cereal With Raisins, Raisin Bran",1.69,1347.0,28.81,77.97,11.9,8.47,0.6609999999999999
,Cheese Ravioli,4.83,808.0,2.07,28.97,2.1,8.28,
,Beef Ravioli,4.83,808.0,1.38,30.34,2.1,8.28,
,Cheddar Snack Mix,11.67,1812.0,10.0,73.33,3.3,6.67,0.1
,"Cheese Dip, Salsa Con Queso, Medium",8.82,552.0,2.94,11.76,0.0,2.94,
,Pure Coconut Oil,100.0,3586.0,,0.0,,0.0,
,Cut Leaf Spinach,0.0,138.0,1.33,4.0,1.3,2.67,
,Extra Virgin Olive Oil Cooking Spray,0.0,0.0,0.0,0.0,,0.0,
,Whole Grain Wheat Cereal With Bran Flakes,3.45,1297.0,17.24,79.31,17.2,10.34,0.586
,Canola Oil Cooking Spray,0.0,0.0,0.0,0.0,,0.0,
,Bleached All Purpose Enriched Flour,0.0,1393.0,3.33,73.33,3.3,10.0,
,"Rich & Creamy Frosting, Strawberry",18.18,1774.0,63.64,66.67,,0.0,
,"Rich & Creamy Lemon Frosting, Lemon Naturally Flavored",18.18,1774.0,66.67,66.67,,0.0,
,Crispy Chocolate Cookie Spread,37.84,2377.0,37.84,54.05,2.7,2.7,
,Cookie Spread,37.84,2377.0,45.95,54.05,0.0,2.7,
,"Cookie Spread, Coconut Macaroon",40.54,2489.0,37.84,54.05,2.7,2.7,
,Dry Roasted Unsalted Almonds,53.57,2540.0,3.57,17.86,10.7,21.43,0.75
,Honey,0.0,1197.0,76.19,80.95,,0.0,
,Unsalted Butter,78.57,2987.0,,0.0,,0.0,
,Baking Soda,0.0,0.0,,0.0,,0.0,
,Corn starch,0.0,1569.0,,87.5,,0.0,
,Liquid Water Enhancer Energy Cherry Limeade,0.0,0.0,0.0,0.0,,0.0,
,Original Jumbo Taco Shells,22.5,1883.0,0.0,60.0,5.0,5.0,
,Original Taco Shells,21.21,1904.0,0.0,57.58,3.0,6.06,
,Whole Water Chestnuts,0.0,209.0,0.0,10.0,0.0,0.0,
,Sliced Water Chestnuts,0.0,209.0,0.0,10.0,0.0,0.0,
,"Coconut Water, Original",0.0,63.0,1.25,3.33,0.0,0.0,0.207
,Mini Beef Ravioli With Meatballs In Tomato Suace,4.4,435.0,2.4,11.6,1.2,4.4,
,Fast Rise Yeast,0.0,0.0,,0.0,,0.0,
,Active Dry Yeast,0.0,0.0,,0.0,,0.0,
,Sweet Salad Pickle Cubes,0.0,418.0,26.67,26.67,0.0,0.0,
,Sweet Relish,0.0,556.0,26.67,26.67,,0.0,
,Mustard Relish,0.0,418.0,20.0,26.67,,0.0,
,Dill Pickle Relish,0.0,0.0,0.0,6.67,0.0,0.0,
,Sweet Relish,0.0,556.0,26.67,26.67,0.0,0.0,
,Hot Dog Relish,0.0,418.0,20.0,26.67,,0.0,
,Fruit Rings Multi-Grain Cereal,3.57,1594.0,38.1,85.71,9.5,4.76,0.107
,Free-Flowing Salt,0.0,0.0,,0.0,,0.0,
,Iodized Salt,0.0,0.0,,0.0,,0.0,
,Sweet Relish Pickle,0.0,0.0,0.0,0.0,,0.0,
,Sweet Relish.,0.0,556.0,26.67,26.67,,0.0,
,Zero Calorie Sweetener With Aspartame,0.0,0.0,100.0,100.0,,0.0,
,"Relish, Sweet",0.0,556.0,26.67,26.67,,0.0,
,Harvest Whole Green Beans,0.0,151.0,2.41,6.02,2.4,1.2,
,,100.0,3586.0,,0.0,,0.0,
,Pure Vegetable Oil,100.0,3586.0,,0.0,,0.0,
,Toaster Treats Pastries,9.62,1690.0,34.62,73.08,1.9,5.77,
,Pure Corn Oil,100.0,3586.0,,0.0,,0.0,
,Puree Canola Oil,100.0,3586.0,,0.0,,0.0,
,Pure Canola Oil,100.0,3586.0,,0.0,,0.0,
,Pure Canola Oil,100.0,3586.0,,0.0,,0.0,
,Extra Virgin Olive Oil,93.33,3347.0,,0.0,,0.0,
,Unsweetened Applesauce,0.0,172.0,7.38,10.66,1.6,0.0,
,Organic Applesauce,0.0,264.0,16.67,18.25,0.8,0.0,
,Harvest Whole Yellow Wax & Green Beans,0.0,151.0,2.41,6.02,2.4,1.2,
,"Edamame, Unshelled Tender Soybeans With A Slightly Nutty Flavor",4.12,540.0,2.35,14.12,10.6,10.59,
,Unsweetened Applesauce,0.0,184.0,7.08,10.62,1.8,0.0,
,Handpicked Broccoli Florets,0.0,146.0,2.35,4.71,2.4,1.18,
,Vegetable Oil Cooking Spray,0.0,0.0,,0.0,,0.0,
,Cinnamon Applesauce,0.0,259.0,15.93,17.7,0.9,0.0,
,Maple Syrup,0.0,1464.0,88.33,88.33,,0.0,
,Canola Oil Cooking Spray,0.0,0.0,,0.0,,0.0,
,Traditional Pasta Sauce,1.95,293.0,7.03,10.16,2.3,1.56,
,Tomato & Basil Pasta Sauce,1.56,293.0,7.81,12.5,2.3,2.34,
,Cut Green Beans,0.0,71.0,1.67,3.33,1.7,0.83,
,"Iced Coffee Beverage, Vanilla",1.04,243.0,8.75,11.25,0.0,0.83,
,Iced Coffee Beverage,1.04,243.0,8.75,11.25,0.0,0.83,
,"Iced Coffee Beverage, Mocha",1.04,243.0,8.75,11.67,0.0,0.83,
,Super Sweet Corn,1.2,201.0,5.6,7.2,1.6,1.6,
,Sweet Peas,0.4,234.0,4.8,9.6,2.4,3.2,
,Chunky Green Pepper & Mushroom Pasta Sauce,1.95,293.0,7.03,10.94,2.3,2.34,0.42200000000000004
,"Extreme Fusion Water, Water Beverage",0.0,71.0,4.52,4.52,0.0,0.0,
,Home Style Pasta Sauce,1.95,326.0,7.81,12.5,2.3,2.34,
,Pasta Sauce,2.34,293.0,7.03,10.16,2.3,2.34,
,"Homestyle, Pasta Sauce, Parmesan & Romano",2.73,360.0,7.81,11.72,2.3,3.12,
,Italian Extra Virgin Olive Oil,93.33,3347.0,,0.0,,0.0,
,White Cake Mix,7.69,1715.0,43.59,79.49,2.6,2.56,
,Yellow Clinging Peaches Sliced In Heavy Syrup,0.0,326.0,14.84,17.19,0.0,0.0,
,Yellow Cake Mix,7.69,1715.0,43.59,79.49,2.6,2.56,
,Butter Recipe Cake Mix Naturally Flavored,10.26,1824.0,33.33,79.49,2.6,2.56,
,Fruit Cocktail In Heavy Syrup,0.0,326.0,14.06,19.53,0.8,0.0,
,Tikka Masala,8.33,490.0,6.67,10.0,1.7,1.67,
,Pasta Sauce,2.73,326.0,7.03,10.16,2.3,3.12,
,Asian Inspired Simmer Sauce,0.0,556.0,27.5,31.67,1.7,2.5,
,Italian Inspired Simmer Sauce,1.25,159.0,4.17,5.83,0.8,0.83,
,Homestyle Pasta Sauce,1.95,326.0,7.81,11.72,2.3,2.34,
,Homestyle Mushroom Pasta Sauce,1.95,293.0,7.81,12.5,2.3,2.34,
,"Soft Baked Bars, Blueberry",13.51,1695.0,24.32,64.86,2.7,2.7,
,Handpicked Artichoke Hearts,0.0,172.0,2.35,7.06,4.7,2.35,
,Handpicked Asparagus Spears,0.0,100.0,2.41,3.61,1.2,2.41,
,Organic Spaghetti,1.79,1494.0,3.57,73.21,3.6,12.5,
,Angel Hair Organic Spaghetti Product,,,,,,,
,Tomato Ketchup,0.0,494.0,23.53,23.53,0.0,0.0,
,Garden Zesty Garlic Chips,0.0,0.0,,3.57,,0.0,
,Bean Soup Mix,0.0,837.0,2.86,60.0,34.3,22.86,
,Blackeye Peas,0.0,1314.0,5.71,60.0,11.4,22.86,
,Great Northern Beans A Fat Free Food,0.0,1075.0,2.86,62.86,20.0,22.86,
,Great Northern Beans,0.0,1075.0,2.86,62.86,20.0,22.86,
,Pearled Barley,1.11,1301.0,2.22,77.78,15.6,8.89,
,Wing Sauce,16.67,699.0,0.0,6.67,0.0,0.0,
,Wing Sauce,13.33,556.0,0.0,6.67,0.0,0.0,
,Wing Sauce,13.33,418.0,0.0,0.0,0.0,0.0,
,Green Split Peas,0.0,1075.0,8.57,60.0,25.7,25.71,
,Light Red Kidney Beans,0.0,1197.0,2.86,60.0,14.3,22.86,
,Light Red Kidney Bean,0.0,1197.0,2.86,60.0,14.3,22.86,
,Small Red Beans,0.0,1435.0,0.0,60.0,34.3,20.0,
,Baby Lima Beans,0.0,1075.0,8.57,62.86,20.0,20.0,
,Lentils,0.0,958.0,5.71,57.14,31.4,28.57,
,Navy Beans,0.0,1075.0,2.86,60.0,25.7,22.86,
,Navy Beans,0.0,1075.0,2.86,60.0,25.7,22.86,
,Mixed Beans,0.0,1075.0,2.86,60.0,17.1,20.0,
,Multigrain Waffles,85.7,1140.0,5.71,41.4,7.14,7.14,
,Pinto Beans,0.0,1075.0,2.86,57.14,14.3,20.0,
,Pinto Beans,0.0,1075.0,2.86,57.14,14.3,20.0,
,"Blueberry Waffles, Blueberry",11.43,1314.0,10.0,52.86,2.9,1.43,
,Black Beans,1.43,1197.0,2.86,62.86,14.3,22.86,
,Cage Free Large Brown Eggs,10.0,586.0,,0.0,,12.0,0.14
,Garbanzo Beans,5.71,1314.0,11.43,60.0,17.1,20.0,
,Cranberry Beans,0.0,1075.0,2.86,60.0,25.7,22.86,
,Pink Beans,0.0,1314.0,2.86,62.86,11.4,20.0,
,Small White Beans,0.0,1075.0,2.86,62.86,25.7,20.0,
,Mayocoba Beans,2.86,1197.0,2.86,60.0,22.9,25.71,
,Grade Aa Extra Large Eggs,8.93,598.0,0.0,0.0,0.0,12.5,
,Long Grain Brown Rice,3.33,1490.0,0.0,77.78,4.4,8.89,
,"Flaxseed Meal, Whole Ground",40.91,2280.0,0.0,27.27,27.3,18.18,
,Brown Rice,3.33,1490.0,0.0,77.78,4.4,8.89,
,Long Grain Rice,0.0,1490.0,0.0,80.0,2.2,6.67,
,Enriched Long Grain Rice,0.0,1490.0,0.0,80.0,2.2,6.67,
,Nutrition Bar,14.55,1674.0,29.09,45.45,5.4,27.27,0.418
,Enriched Medium Grain Rice,0.0,1490.0,2.22,80.0,2.2,6.67,
,Enriched Medium Grain Rice,0.0,1490.0,2.22,80.0,2.2,6.67,
,Jasmine Rice,0.0,1490.0,0.0,80.0,0.0,6.67,
,Quinoa,4.76,1393.0,4.76,66.67,9.5,14.29,
,Chicken Broth,0.0,0.0,0.0,0.0,0.0,0.42,
,Zero Calorie Sweetener With Sucralose,0.0,0.0,0.0,100.0,0.0,0.0,
,"Apriva, Zero Calorie Liquid Sweetener With Sucralose",0.0,0.0,0.0,0.0,,0.0,
,Unbleached All Purpose Enriched Flour,0.0,1393.0,3.33,73.33,3.3,10.0,
,Miniature Cream Puffs,24.0,1339.0,13.33,21.33,1.3,5.33,
,Arborio Rice,1.11,1393.0,0.0,73.33,6.7,6.67,
,Red Lentils,2.86,1435.0,2.86,60.0,11.4,25.71,
,Maraschino Cherries,0.0,837.0,20.0,40.0,,0.0,
,Maraschino Cherries With Stems,0.0,837.0,20.0,40.0,,0.0,
,Maraschino Cherries,0.0,699.0,33.33,50.0,,0.0,
,Jalapeno Spicy Corn,1.02,297.0,6.12,13.27,2.0,2.04,
,"Crunchy Wheat Flakes Cereal, Raisin Bran",2.11,1356.0,28.17,77.46,11.3,8.45,0.662
,Queso Sticks,14.29,1197.0,2.38,33.33,2.4,7.14,
,Oat Squares,4.46,1569.0,16.07,78.57,8.9,10.71,0.35700000000000004
,Clover honey,,,,,,,
,Honey,0.0,1197.0,76.19,80.95,,0.0,
,"Multi-Grain Toasted Cereal, Peanut Butter",5.36,1644.0,32.14,78.57,7.1,7.14,0.268
,"Ice Pix, Ice Pops, Cherry, Lemon, Blue Raspberry",0.0,280.0,15.38,15.38,0.0,0.0,
,Pure Sunflower Oil,100.0,3586.0,,0.0,,0.0,
,"Drink Mix Contains Coconut Water Concentrate, Pineapple Coconut",0.0,1046.0,25.0,50.0,0.0,0.0,8.75
,Pear And Cheese Purses,5.71,925.0,4.29,32.14,1.4,9.29,
,"Chipotle Pepper, Gourmet Salsa",0.0,142.0,3.45,6.9,0.0,0.0,
,Gourmet Salsa,0.0,71.0,0.0,6.9,0.0,0.0,
,Restaurant Style Gourmet Salsa,0.0,142.0,0.0,6.9,0.0,0.0,
,"Hemis Fares, Basil And Cheese Sails",8.57,837.0,1.43,21.43,1.4,9.29,
,Mango Passion Fruit Gourmet Salsa,0.0,289.0,10.34,13.79,3.4,0.0,
,Artesian Water,0.0,0.0,,0.0,,0.0,
,Sloppy Joe Sandwich Sauce,0.0,230.0,7.81,10.94,1.6,1.56,
,Mushroom Ravioli,6.43,837.0,3.57,25.71,1.4,7.86,
,Animal Crackers,13.33,1812.0,20.0,73.33,3.3,6.67,
,Italia Sauce,15.0,766.0,1.67,5.0,0.0,8.33,
,Gluten Free Animal Crackers,13.33,1674.0,30.0,70.0,3.3,6.67,
,Sandwich Cookies,18.52,2013.0,40.74,74.07,3.7,3.7,
,"Duplex Sandwich Cookies, Creme Filled Chocolate & Vanilla",18.52,2013.0,37.04,74.07,3.7,3.7,
,"Zero Calorie Liquid Sweetener, Stevia Blend",0.0,0.0,0.0,0.0,,0.0,
,"King Soopers City Market, Salted Butter",78.57,2987.0,,0.0,,0.0,
,"Hemisfares, Tomato And Basil Sauce",5.6,301.0,2.4,4.0,1.6,1.6,
,Pumpkin Seed Pecan,,,,,,,
,Green Split Peas,1.0,1423.0,8.0,60.0,26.0,24.0,
"en:nuts,en:Coconut",Granola clusters,3.5,502.0,6.0,20.0,6.9,2.0,
,Leaf spinach,,,,,,,
,Green Lentils,1.0,1506.0,2.0,60.0,30.0,26.0,
,"Bread With Breadsticks, Hazelnut",21.15,2013.0,36.54,63.46,3.8,9.62,
,Cranberry Raspberry Juice,0.0,243.0,14.58,14.58,0.0,0.0,
,Pomegranate Blueberry Chia Granola Clusters,8.62,1586.0,20.69,75.86,6.9,6.9,
,Coconut Oil,100.0,3586.0,,0.0,,0.0,
,Virgin Coconut Oil,100.0,3586.0,,0.0,,0.0,
,Pure Vegetable Oil,100.0,3586.0,,0.0,,0.0,
,"Organic Granola Clusters, Apricot Coconut",10.34,1586.0,20.69,68.97,6.9,6.9,
,"Juice Cocktail, Cranberry",0.0,226.0,14.17,14.17,0.0,0.0,
,"Juice, Grape",0.0,297.0,15.83,16.67,0.0,0.42,0.052000000000000005
,Salted Butter,78.57,2987.0,,0.0,,0.0,
,Unsalted Butter,78.57,2987.0,,0.0,,0.0,
,Multigrain Rice Crackers,10.0,1812.0,3.33,76.67,6.7,6.67,
,7 Ancient Grains Rice Crackers With Sea Salt,8.33,1812.0,0.0,80.0,3.3,6.67,
,Black Chia Seeds,30.56,2092.0,0.0,44.44,38.9,16.67,
,Greek Cream Cheese & Greek Yogurt,10.71,895.0,7.14,10.71,0.0,14.29,
,Complete Pancake And Waffle Mix,6.25,1569.0,14.06,71.88,1.6,7.81,
,Belgian Waffle And Pancake Mix,1.56,1439.0,18.75,76.56,1.6,6.25,
,Four Berry Preserves,0.0,1046.0,50.0,65.0,,0.0,
,"Scrambled Pork, Wild Fennel And Barolo Wine Pasta Sauce",8.8,536.0,4.8,8.8,1.6,4.0,
,Basil Pasta Sauce,11.2,636.0,4.8,10.4,1.6,2.4,
,Bolognese Pasta Sauce With Barolo Wine,7.2,536.0,4.8,8.8,1.6,8.0,
,Pasta Sauce,3.6,301.0,4.8,8.8,1.6,1.6,
,Tomato And Leek Pasta Sauce,7.2,469.0,4.8,10.4,2.4,1.6,
,"Sugar House Breakfast Bread, Maple Streusel",10.0,1435.0,20.0,54.29,0.0,5.71,
,Breakfast Bread,7.14,1314.0,17.14,54.29,2.9,8.57,
,Coffee Creamer,10.0,975.0,33.33,33.33,0.0,0.0,
,"Coffee Creamer, White Chocolate Mocha",10.0,975.0,33.33,33.33,0.0,0.0,
,"Cream Cheese Spread, Blueberry And Lemon Zest",28.57,1343.0,10.71,14.29,0.0,3.57,
,"Cream Cheese Spread, Three Cheese And Jalapeno",32.14,1494.0,7.14,7.14,0.0,7.14,
,Whipped Onion & Chive Cream Cheese Spread,31.82,1523.0,9.09,9.09,0.0,4.55,
,"Cream Cheese Spread, Whipped Strawberry",22.73,1331.0,13.64,18.18,0.0,4.55,
,"Kettle Chips, Sweet Southern Heat Bbq",25.0,2092.0,10.71,64.29,3.6,7.14,
,"Lite Green Tea, Peach Mango",0.0,1494.0,0.0,0.0,,0.0,
,Fig Bars,6.06,1523.0,51.52,72.73,3.0,3.03,
,"Cheese Pizza, Cheese",8.84,1025.0,2.72,33.33,1.4,8.84,
,"Combination Sausage & Pepperoni, Single Serve Pizza",10.2,1054.0,2.04,31.97,1.4,7.48,
,Supreme Single Serve Pizza,8.84,996.0,2.04,31.97,1.4,6.8,
,Three Meat Single Serve Pizza,10.2,1054.0,2.04,31.97,1.4,7.48,
,"Vitamin Liquid Water Enhancer, Strawberry Watermelon",0.0,0.0,0.0,0.0,,0.0,
,Liquid Water Enhancer,0.0,0.0,0.0,0.0,,0.0,
,marinara sauce,,,,,,,
,"Kettle Ripped Potato Chips, Rosemary & Feta",28.57,2092.0,7.14,60.71,3.6,7.14,
,Spicy Chicken Pizza,10.95,1067.0,2.19,28.47,0.7,10.22,
,"Braided Crust Pizzeria-Style Pizza, Kale, Feta & Mushroom",10.69,1021.0,2.29,29.01,1.5,8.4,
,Peppered Bacon Pizza With Roasted Garlic Sauce,16.42,1280.0,2.24,29.85,0.7,11.19,
,"Cream Cheese Spread, Blueberry And Lemon Zest",26.67,1393.0,20.0,20.0,0.0,3.33,
,"Cream Cheese Spread, Cheddar And Jalapeno",26.67,1117.0,6.67,6.67,0.0,3.33,
,"Whipped Cream Cheese Spread, Onion & Chive",25.0,1255.0,5.0,10.0,5.0,5.0,
,Whipped Strawberry Creame Cheese Spread,25.0,1464.0,15.0,20.0,0.0,5.0,
,Whole Sweet Gherkins,0.0,448.0,25.0,,,0.0,
,Whole Sweet Gherkins,0.0,448.0,25.0,28.57,,0.0,
,Whole Kosher Baby Dills,0.0,0.0,,3.57,,0.0,
,Whole Kosher Baby Dills,0.0,0.0,,3.57,,0.0,
,Whole Kosher Dill Cocktails,0.0,0.0,,3.57,,0.0,
,Whole Sweet Petites,0.0,448.0,25.0,28.57,,0.0,
,Whole Sweet Gherkins,0.0,448.0,25.0,28.57,,0.0,
,Whole Sweet Gherkins,0.0,448.0,25.0,28.57,,0.0,
,Low Fat Ricotta Cheese,4.03,406.0,4.84,4.84,0.0,8.06,
,Original Roasted Chicken Wings,11.9,795.0,1.19,4.76,0.0,16.67,
,Dry Rub Bbq Chicken Wings,15.48,946.0,0.0,7.14,0.0,14.29,
,Traditional Refried Beans,1.92,452.0,0.77,16.92,4.6,5.38,
,"Refried Beans, Vegetarian",1.54,481.0,0.77,19.23,4.6,6.92,
,Seasoned Black Refried Beans,1.15,385.0,0.77,16.92,4.6,4.62,
,Traditional Refried Beans,1.92,452.0,0.77,16.92,4.6,5.38,
,"Frozen Dairy Dessert, Chocolate",0.0,17.0,23.73,30.51,1.7,3.39,0.025
,Frozen Dairy Dessert,3.39,707.0,23.73,32.2,0.0,3.39,0.153
,"Psst, Strawberry Swirl",3.39,707.0,22.03,32.2,0.0,3.39,0.153
,"Frozen Dairy Dessert, Vanilla",3.45,720.0,20.69,29.31,0.0,3.45,0.16399999999999998
,Jalapeno Mustard,0.0,0.0,,0.0,,0.0,
,Sriracha Mustard,0.0,418.0,,0.0,,0.0,
,Grilled Piquillo Peppers In Brine,0.0,176.0,8.33,8.33,4.2,0.0,
,Sriracha Ketchup,0.0,368.0,17.65,23.53,5.9,0.0,
,Cheddar & Bacon Potato Skins,13.19,874.0,1.1,13.19,1.1,9.89,
,Pulled Pork Bbq Potato Skins,7.69,644.0,4.4,16.48,1.1,7.69,
,"Wings, Honey Bbq",12.5,837.0,3.75,7.5,0.0,13.75,
,Buffalo Style Wings,15.19,900.0,0.0,7.59,1.3,12.66,
,Whole Button Breaded Mushrooms,6.19,628.0,0.88,18.58,1.8,4.42,
,Corn Chips Cupz,32.14,2389.0,3.57,57.14,3.6,7.14,
,Chunky Beef Soup,0.61,222.0,1.63,8.16,1.2,3.27,
,"Cappuccino, French Vanilla",16.67,1954.0,46.67,66.67,0.0,6.67,
,"Organic, Lite Coconut Milk",5.38,385.0,3.08,7.69,0.0,1.54,
,Coconut Milk,18.46,837.0,1.54,7.69,0.0,1.54,
,Pumpkin solid packed,0.0,209.0,4.0,10.0,2.5,2.0,
,"Fredmeyer, Cappuccino, French Vanilla",16.67,1954.0,46.67,66.67,0.0,6.67,
,Vitamin Enhanced Water Beverage,0.0,0.0,0.0,2.5,,0.0,
,Maraschino Cherries,0.0,837.0,20.0,40.0,,0.0,
,Classic Applesauce,0.0,297.0,14.29,17.46,0.8,0.0,
,Cinnamon Applesauce,0.0,297.0,13.49,17.46,1.6,0.0,
,Maraschino Berries With Stems,0.0,837.0,20.0,40.0,,0.0,
,Maraschino Cherries,0.0,837.0,20.0,40.0,,0.0,
,Maraschino Cherries,0.0,837.0,20.0,40.0,,0.0,
,Green Maraschino Cherries,0.0,837.0,20.0,40.0,,0.0,
,Jumbo Cherries,0.0,598.0,14.29,28.57,,0.0,
,Salsa Snack Bowls,0.0,67.0,1.64,4.92,1.6,1.64,
,Salsa Snack Bowls,0.0,138.0,3.28,6.56,1.6,1.64,
,Jungle Curry,5.0,347.0,3.33,7.5,0.8,0.83,
,"Korean Inspired Simmer Sauce, Spicy Bean",2.08,385.0,9.17,15.83,1.7,2.5,
,Sriracha Mayo Spread,53.33,2230.0,6.67,6.67,0.0,0.0,
,Wasabi Mayo Spread,46.67,1954.0,6.67,13.33,0.0,0.0,
,"Snackers, Hot & Sweet",0.0,523.0,28.57,32.14,,0.0,
,"Dill Zingers, Zesty Hot",0.0,0.0,,3.57,,0.0,
,Ancient Grains,0.0,1301.0,0.0,66.67,6.7,13.33,
,Chicken Vienna Sausage In Chicken Broth,16.67,837.0,0.0,1.67,0.0,11.67,
,"Vienna Sausage Made With Chicken-Beef And Pork Added In Barbecue Sauce Smoke Flavoring Added, Barbecue Seasoned",13.33,724.0,4.0,5.33,0.0,9.33,
,Reduced Fat Vienna Sausage,10.0,556.0,0.0,3.33,0.0,10.0,
,Original Vienna Sausage,16.67,837.0,1.67,1.67,0.0,11.67,
,Iced Honey Bun,16.96,1644.0,29.46,55.36,1.8,5.36,
,Glazed Honey Bun,17.86,1682.0,26.79,53.57,1.8,5.36,
,Iced Cinnamon Roll,18.75,1682.0,32.14,54.46,1.8,4.46,
,Mini Powdered Donuts,20.0,1774.0,30.59,58.82,1.2,3.53,
,Instant Orange Creme Pudding,0.0,1569.0,83.33,91.67,0.0,0.0,
,Original Bbq Sauce,0.0,552.0,35.29,35.29,,0.0,
,Unsweetened Almond Milk,1.25,50.0,0.42,0.83,0.4,0.42,
,Citrus Green Tea,0.0,699.0,33.33,33.33,,0.0,
,"Green Tea, Hibiscus",0.0,138.0,8.33,8.33,0.0,0.0,
,"Green Tea, Original",0.0,138.0,8.33,8.33,0.0,0.0,
,Turkey Gravy,1.67,176.0,0.0,5.0,0.0,1.67,
,Beef Gravy,1.67,209.0,0.0,6.67,0.0,1.67,
,Chicken Gravy,2.5,209.0,0.0,5.0,0.0,0.0,
,"So Cheesy!, Original Big Baked Cheese Crackers",26.67,2230.0,0.0,60.0,3.3,10.0,
,"Reduced Fat Baked Crackers, Cheese Bits",15.0,1812.0,0.0,70.0,3.3,10.0,
,"So Cheesy! Baked Cheese Bits Crackers, White Cheddar",26.67,2092.0,0.0,63.33,3.3,10.0,0.133
,Mini Pizza Crust Dough,3.73,1063.0,7.46,47.76,0.0,7.46,
,"Liquid Water Enhancer, Lemonade",0.0,0.0,0.0,0.0,,0.0,
,"Liquid Water Enhancer, Pineapple Coconut",0.0,0.0,0.0,0.0,,0.0,1.5
,Culinary Hot Sauce,0.0,418.0,20.0,20.0,,0.0,
,Culinary Hot Sauce,0.0,0.0,20.0,20.0,,0.0,
,Stir Fry Sauce,2.94,615.0,23.53,23.53,0.0,0.0,
,Stir Fry Sauce,2.78,699.0,27.78,33.33,0.0,0.0,
,"Thai Inspirations, Sweet Chili Peanut Sauce",8.33,812.0,27.78,27.78,0.0,5.56,
,Ponzu Sauce,0.0,280.0,6.67,13.33,,6.67,
,Chocolate Chip Cookie Dough,18.42,1761.0,36.84,60.53,2.6,5.26,
,Top' Ems Lightly Salted Crispy Jalapeno,42.86,2389.0,0.0,42.86,0.0,0.0,
,Top'Ems Crispy Red Peppers,42.86,2389.0,0.0,42.86,0.0,0.0,
,Crispy Onions,42.86,2389.0,0.0,42.86,0.0,0.0,
,Top'Ems Crispy Poblanos,42.86,2389.0,0.0,42.86,0.0,0.0,
,Pad Thai Sauce,10.0,1393.0,40.0,46.67,0.0,3.33,
,Cheese Squares,17.24,1874.0,0.0,65.52,3.4,6.9,
,"Honey Graham Crackers, Honey",12.9,1753.0,22.58,74.19,3.2,6.45,
,Mini Muffins,22.64,1657.0,24.53,43.4,0.0,5.66,
