allergens,product_name,fat_100g,energy_100g,sugars_100g,carbohydrates_100g,fiber_100g,proteins_100g,potassium_100g
,Lite Pear Halves,0.0,201.0,9.6,11.2,1.6,0.0,
,Sliced Pineapple In Pineapple Juice,0.0,222.0,13.16,14.04,0.9,0.0,
,Sliced Pineapple In Heavy Syrup,0.0,322.0,17.95,19.66,0.9,0.0,
,"Crushed Pineapple, In Pineapple Juice",0.0,238.0,12.3,13.93,0.8,0.0,
,Crushed Pineapple In Heavy Syrup,0.0,310.0,18.03,19.67,0.8,0.0,
,Pineapple Chunks In Pineapple Juice,0.0,205.0,12.3,13.93,0.8,0.82,
,Pineapple Chunks In Heavy Syrup,0.0,310.0,18.03,19.67,0.8,0.82,
,"Pineapple Tidbits, In Pineapple Juice",0.0,238.0,12.3,13.93,0.8,0.82,
,Elbow Macaroni,1.79,1494.0,3.57,73.21,3.6,12.5,
,Organic Sweet Potato - Corn Tortilla,28.57,2243.0,3.57,64.29,3.6,7.14,
,"Psst..., Creamy Peanut Butter",50.0,2351.0,9.38,25.0,6.2,25.0,
, pure honey,0.0,1197.0,76.19,80.95,,0.0,
,"Mandarin Oranges, Lite, Peeled Segments In Mandarin Orange Juice",0.0,151.0,7.14,8.57,0.7,0.71,
,Mandarin Oranges,0.0,310.0,16.39,16.39,0.0,0.82,
,Mandarin Oranges Peeled Segments In Light Syrup,0.0,310.0,16.39,16.39,0.0,0.82,
,100% Prune Juice,0.0,297.0,,17.92,1.2,0.42,0.225
,Earl Grey Black Tea,0.0,0.0,0.0,0.0,,0.0,
,English Breakfast Black Tea,0.0,0.0,0.0,0.0,,0.0,
,Honey Lemon Ginseng Green Tea,0.0,0.0,0.0,0.0,,0.0,
,"Sausage & Pancake, Blueberry",21.99,1485.0,13.48,31.91,0.0,7.09,
,"Frosted Flakes Cereal, Sweetened Organic Flakes Of Corn",0.0,1536.0,26.67,90.0,3.3,6.67,0.15
,Honey Nut Toasted Oats,3.33,1674.0,33.33,80.0,6.7,10.0,0.2
,Pink Salmon,1.79,448.0,0.0,0.0,0.0,23.21,
,Alaskan Pink Salmon,5.36,598.0,0.0,0.0,0.0,23.21,
,Cereal Toasted Oats,6.67,1674.0,3.33,73.33,10.0,13.33,0.267
,"Fred Meyer, Vegetable Oil Spread",50.0,2092.0,0.0,0.0,0.0,0.0,
,Simply Classic Trail Mix,33.33,2092.0,30.0,46.67,6.7,13.33,
,Trail Mix,12.12,1648.0,48.48,66.67,6.1,6.06,
,"Enriched Macaroni Product, Orzo",1.79,1494.0,3.57,75.0,3.6,12.5,
,Raspberry Vinaigrette,46.67,2230.0,16.67,23.33,3.3,0.0,
,Spreadable Butter With Sunflower Oil,,,,,,,
,Chai Black Tea,0.0,0.0,0.0,0.0,,0.0,
,Almond Butter,53.12,2485.0,6.25,21.88,9.4,21.88,
,"Sweetened Corn & Oat Puffs Cereal, Crisp Berry Crunch",3.85,1611.0,42.31,88.46,3.8,3.85,0.135
,Plain Greek Nonfat Yogurt,0.0,238.0,3.08,3.08,0.0,10.57,
,Toaster Treats Fudge Frosted,9.62,1611.0,32.69,71.15,1.9,5.77,
,Cherry Frosted,9.62,1611.0,30.77,71.15,1.9,3.85,
,100% Apple Juice,0.0,209.0,11.67,11.67,0.0,0.0,
,Greek Nonfat Yogurt,0.0,364.0,11.33,12.0,0.0,8.67,
,Toaster Treats,,,,,,,
,"Greek Nonfat Yogurt, Vanilla Bean",,305.0,,10.0,0.0,4.33,
,Greek Nonfat Yogurt With Fruit On The Bottom,0.0,335.0,10.67,11.33,0.0,8.67,
,Organic Plain Greek Nonfat Yogurt,0.0,222.0,3.33,3.33,0.0,10.0,
,Greek Nonfat Yogurt,0.0,364.0,11.33,12.67,0.0,8.67,
,"Fruit On The Bottom Greek Nonfat Yogurt, Strawberry",0.0,364.0,10.67,12.0,0.7,8.67,
,Roasted Seaweed Snack,40.0,2510.0,0.0,20.0,20.0,20.0,
,Pasteurized 100% Cranberry Juice,0.0,121.0,2.92,7.5,,0.0,0.083
,"100% Juice, Tart Cherry",0.0,243.0,14.58,14.58,,0.0,
,"100% Juice, Pomegranate",0.0,280.0,16.67,16.67,,0.0,0.179
,Honey Almond Flax Cereal,8.18,1523.0,23.64,69.09,20.0,18.18,0.618
,Marinara Pasta Sauce,2.65,259.0,5.31,8.85,1.8,1.77,
,53% Vegetable Oil Spread,50.0,2092.0,0.0,0.0,0.0,0.0,
,Chewy Granola Bars With Yogurt Flavored Coating,12.86,1795.0,25.71,71.43,2.9,5.71,0.2
,Fruit & Yogurt Chewy Granola Bars,11.43,1795.0,25.71,71.43,2.9,5.71,0.18600000000000003
,Cheese Danish Strip,22.0,1757.0,26.0,52.0,2.0,6.0,
,Lightly salt potato chips,11.0,669.0,1.0,15.0,,1.0,
,Croissants,16.9,1531.0,7.04,47.89,1.4,7.04,
,Sandwich Slims,3.49,874.0,4.65,46.51,11.6,9.3,
,"Fred Meyer, Sandwich Slims, Honey Wheat",3.49,874.0,4.65,46.51,11.6,9.3,
,Cream Of Mushroom Condensed Soup,4.8,335.0,0.8,7.2,1.6,0.8,0.28
,Chicken Noodle Condensed Soup,1.63,238.0,0.0,8.13,0.0,2.44,
,Chicken & Rice Condensed Soup,0.8,167.0,0.8,7.2,0.8,0.8,
,Chicken Noodle Condensed Soup,1.2,201.0,0.0,7.2,0.8,2.4,
,Cream Of Chicken Condensed Soup,5.6,368.0,0.8,7.2,0.8,1.6,
,Tomato Condensed Soup,0.0,301.0,9.6,16.0,0.8,1.6,
,Vegetable Beef Condensed Soup,0.81,305.0,1.63,13.01,2.4,4.07,0.61
,Cream Of Celery Condensed Soup,4.8,335.0,0.8,7.2,0.8,0.8,
,Cream Of Chicken Condensed Soup,2.0,234.0,0.0,7.2,0.8,1.6,
,98% Fat Free Cream Of Mushroom Condensed Soup,2.0,268.0,1.6,8.8,0.0,1.6,
,Sourdough Wide Pan Bread,2.63,1100.0,2.63,50.0,2.6,7.89,
,Oat Bread,3.33,1117.0,8.89,51.11,4.4,11.11,
,White Hot Dog Buns,2.56,1071.0,5.13,51.28,2.6,7.69,
,"Green Tea, Green Jasmine",0.0,0.0,0.0,0.0,,0.0,
,Double Filled Sandwich Cookies,20.69,2021.0,44.83,72.41,3.4,3.45,
,Chunky Beef With Country Vegetables Soup,1.22,222.0,1.22,6.12,1.6,4.08,
,Chicken Noodle Soup,0.82,155.0,0.41,4.9,0.8,2.86,0.122
,Sirloin Burger Ready To Serve Soup,3.27,305.0,1.22,8.16,1.2,3.27,0.159
,Roast Beef With Gravy,2.32,389.0,0.0,4.64,0.0,13.25,
,New England Style Clam Chowder Ready To Serve Soup,4.9,377.0,0.41,9.39,1.2,2.45,0.2
,Mangoes In Light Syrup,0.0,259.0,15.04,15.93,0.9,0.0,
,"Pineapple Tidbits In Pineapple Juice From Concentrate, Pineapple",0.0,222.0,13.27,14.16,0.9,0.0,
,Diced Pears In Light Syrup,0.0,259.0,13.27,15.04,0.9,0.0,
,"Crumbled Goat Cheese, Bruschetta Blend",17.86,1197.0,0.0,3.57,,14.29,
,"Crumblend Goat Cheese, Cranberries & Cinnamon",17.86,1197.0,10.71,10.71,0.0,10.71,
,Mushrooms Pieces & Stems,0.0,105.0,0.83,3.33,1.7,2.5,
,Mushrooms Pieces & Stems,0.0,105.0,0.83,3.33,1.7,2.5,
,Mushrooms Sliced Buttons,0.0,105.0,0.83,3.33,1.7,2.5,
,Sliced Mushrooms,0.0,105.0,0.83,3.33,1.7,2.5,
,Chamomile With Lemon Herbal Tea,0.0,0.0,0.0,0.0,,0.0,
,Earl Grey Black Tea,0.0,0.0,0.0,0.0,,0.0,
,Jasmine Rice,0.0,1490.0,0.0,80.0,0.0,6.67,
,Home Team Ice Cream,0.0,285.0,14.41,17.8,0.0,0.0,
,Mushrooms Pieces & Stems,0.0,105.0,0.83,3.33,1.7,2.5,
,Ice Cream,0.0,285.0,11.86,16.1,0.0,0.0,
,Classic Potato Chips,35.71,2389.0,3.57,53.57,3.6,3.57,1.0
,Classic Wavy Potato Chips,39.29,2389.0,3.57,53.57,3.6,3.57,0.9640000000000001
,"Potato Chips, Bold Mesquite Bbq",32.14,2243.0,7.14,57.14,3.6,3.57,0.929
,"Potato Chips, Sour Cream & Onion",32.14,2243.0,3.57,53.57,3.6,7.14,1.25
,Lightly Glazed Apple Pie,15.18,1494.0,26.79,52.68,0.9,2.68,
,Chocolate Pie,18.75,1607.0,25.0,51.79,0.9,2.68,
,Crunchy Fish Sticks,10.26,967.0,1.28,24.36,1.3,11.54,
,Honey Roasted Almonds With Sea Salt,46.43,2389.0,14.29,25.0,10.7,17.86,
,Creamed Honey,0.0,1197.0,76.19,80.95,,0.0,
,Fruit Spread,0.0,699.0,8.0,8.0,0.0,0.0,
,Fruit Spread,0.0,699.0,44.44,44.44,0.0,0.0,
,"Fruit Spread, Concord Grape",0.0,837.0,44.44,44.44,0.0,0.0,
,Beef Stew,3.23,372.0,1.21,8.87,0.8,5.65,
,Beef Ravioli In Tomato & Meat Sauce,3.33,402.0,2.08,13.75,1.7,3.33,
,Macaroni With Beef In Tomato Sauce,3.61,418.0,2.01,13.65,1.2,3.61,
,Mini Beef Ravioli,2.98,,,13.75,2.9,,
,Spaghetti Rings Pasta With Meatballs In Tomato Sauce,3.17,381.0,3.17,11.9,1.6,3.97,
,"Fruit Spread, Four Fruit",0.0,699.0,44.44,44.44,0.0,0.0,
,Dumplings And Chicken,2.36,335.0,0.94,10.38,0.5,4.72,
,Pork Luncheon Meat,26.79,1272.0,0.0,0.0,0.0,14.29,
,Chicken Breast Chunk In Water,1.79,448.0,0.0,0.0,0.0,19.64,
,Chili With Beans,4.0,502.0,2.0,14.0,4.4,6.8,
,"Iced Coffee Beverage, Salted Caramel",1.04,138.0,4.58,5.42,0.0,0.83,
,Mini Beef Ravioli In Tomato & Meat Sauce,2.92,402.0,2.08,14.17,2.9,3.33,
,Beef Ravioli In Tomato & Meat Sauce,3.33,418.0,2.08,14.17,1.7,3.33,
,Corned Beef Hash,10.17,707.0,0.42,8.9,0.8,9.32,
,Canadian Bacon Breakfast Sandwiches,4.1,619.0,0.82,18.03,2.5,11.48,
,Chunk Chicken In Water,2.68,448.0,0.0,0.0,0.0,21.43,
,Rich & Creamy Chocolate Fudge Frosting,18.18,1774.0,57.58,63.64,3.0,0.0,
,Parker House Style Yeast Dinner Rolls,11.54,1448.0,11.54,53.85,0.0,7.69,
,"Sugar Free Ice Pix Pops, Cherry-Lemon, Cherry-Lime, Cherry-Blue Raspberry",0.0,205.0,0.0,11.76,,0.0,
,Rice With Chicken And Vegetables,3.77,414.0,1.42,12.74,0.0,3.3,
,Microwaveable Chili With Beans,4.78,481.0,0.96,11.48,2.4,6.7,
,Microwaveable Noodles And Chicken,4.25,377.0,0.94,9.43,0.5,3.77,
,Microwaveable Beans And Franks In Tomato Sauce,5.94,611.0,6.39,16.89,3.2,5.48,
,Microwaveable Beef Stew,3.77,314.0,1.42,7.08,0.5,3.77,
,Sliced Jalapeno,0.0,71.0,3.33,3.33,0.0,0.0,
,Diced Green Chile Peppers,0.0,71.0,0.0,3.33,0.0,0.0,
,Bread & Butter Chips,0.0,448.0,25.0,28.57,,0.0,
,Mellow Black Bean & Corn Salsa,0.0,138.0,3.33,6.67,3.3,0.0,
,Bold & Black Bean & Corn Salsa,0.0,138.0,3.33,6.67,3.3,0.0,
,Rich & Creamy Vanilla Frosting,18.18,1774.0,63.64,66.67,0.0,0.0,
,Extra Virgin Olive Oil,93.33,3347.0,,0.0,,0.0,
,Bread & Butter Sandwich Slims,0.0,448.0,25.0,28.57,,0.0,
,Kosher Dill Sandwich Slims,0.0,0.0,0.0,3.57,,0.0,
,"Alfredo, Rich Cream Sauce",10.94,523.0,1.56,4.69,0.0,3.12,
,Bread & Butter Chips,0.0,448.0,25.0,28.57,,0.0,
,Italian Extra Virgin Olive Oil,93.33,3347.0,,0.0,,0.0,
,Kosher Dill Spears,0.0,0.0,,3.57,,0.0,
,Jumbo Cinnamon Rolls With Icing,10.1,1351.0,24.24,52.53,1.0,4.04,
,Flaky Jumbo Crescent Rolls,16.28,1460.0,9.3,41.86,0.0,4.65,
,Bread & Butter Slices,0.0,448.0,25.0,28.57,,0.0,
,Popped Sweet Potato Chip Snack,16.07,1941.0,10.71,75.0,3.6,3.57,
,"Mini Oatmeal Cookies, Milk Chocolate",23.08,2092.0,34.62,61.54,3.8,7.69,
,Mini Cheese Sandwich Crackers,28.57,2243.0,10.71,60.71,0.0,7.14,
,Corn Dogs,14.47,1209.0,11.84,31.58,1.3,7.89,
,Restaurant Style Gourmet Salsa,0.0,142.0,0.0,6.9,0.0,0.0,
,Unsweetened Coconutmilk,2.11,105.0,0.42,0.42,0.0,0.42,0.023
,Unsweetened Soymilk,1.69,142.0,0.42,1.69,0.4,2.96,
,Stevia Extract Blend*,0.0,0.0,100.0,100.0,,0.0,
,"Energy, Enhanced Drink Mix With Caffeine, B Vitamins, Taurine, Guarana & Ginseng, Wildberry",0.0,837.0,0.0,20.0,0.0,20.0,1.4
,Ice Pix Pops,0.0,280.0,15.38,15.38,,0.0,
,Ice Pix Pops,0.0,356.0,20.75,20.75,,0.0,
,Hamburger Dill Oval Cut Chips,0.0,0.0,,3.57,,0.0,
,"Dill Whole, No Garlic",0.0,0.0,,3.57,,0.0,
,"Ice Pix, Ice Pops, Grape, Cherry And Orange",0.0,280.0,15.38,15.38,,0.0,
,"Banana Pepper Rings, Mild",0.0,0.0,,3.57,,0.0,
,Banana Pepper Rings,0.0,0.0,,3.57,,0.0,
,Hamburger Dill Oval Cut Chips,0.0,0.0,,3.57,,0.0,
,Bread & Butter Chips,0.0,448.0,25.0,28.57,,0.0,
,"Microwave Kettle Sweet & Salty Flavored Popcorn, Sweet & Salty",36.36,2280.0,0.0,45.45,12.1,6.06,
,"Psst, Chicken Strips",17.11,1100.0,0.0,14.47,1.3,10.53,
,"Ralphs, Salted Sticks, Butter",78.57,2987.0,,0.0,,0.0,
,Chicken Patties,17.33,1059.0,0.0,14.67,1.3,10.67,
,"Instant Drink Mix, Sugar Free - Low Calorie",0.0,1100.0,0.0,0.0,,0.0,
,Lite Instant Drink Mix,0.0,1611.0,0.0,0.0,,0.0,
,"Lite Instant Drink Mix, Strawberry, Orange, Banana",0.0,1494.0,0.0,0.0,,0.0,
,"Instant Drink Mix, Lite Strawberry, Kiwi",0.0,1494.0,0.0,0.0,,0.0,
,Lite Peach Tea,0.0,2377.0,0.0,0.0,,0.0,
,Instant Drink Mix,0.0,1745.0,0.0,0.0,,0.0,
,Lemonade Drink Mix,0.0,1046.0,0.0,0.0,0.0,0.0,
,"Tea Drink Mix, Peach",0.0,1393.0,0.0,66.67,0.0,0.0,
,"Enhanced Drink Mix With B Vitamins, Grape",0.0,950.0,0.0,45.45,0.0,0.0,
,"Salted Mixed Nuts, Sea Salt",53.57,2389.0,3.57,17.86,7.1,21.43,
,Movie Theater Butter Popcorn,27.91,2042.0,0.0,53.49,9.3,6.98,
,Mini Bags Sweet & Salty Flavored Popcorn,37.21,2238.0,0.0,48.84,9.3,6.98,
,Chicken Wings,10.75,900.0,8.6,11.83,0.0,12.9,
,"Enriched Macaroni Product, Bow Ties",1.79,1494.0,3.57,75.0,3.6,12.5,
,Dark Chocolate,40.0,2301.0,30.0,37.5,10.0,7.5,
,Dark Chocolate,40.0,2301.0,30.0,40.0,10.0,7.5,
,70 % Cacao Dark Chocolate With Coconut,42.5,2406.0,27.5,40.0,10.0,7.5,
,Dark Chocolate,40.0,2406.0,45.0,50.0,5.0,5.0,
,Spicy Brown Mustard,0.0,418.0,,0.0,,0.0,
,Mukimame,5.29,590.0,2.35,9.41,7.1,14.12,
,Horseradish Mustard,0.0,418.0,,0.0,,0.0,
,Original Macaroni & Cheese,6.03,1586.0,8.62,70.69,1.7,10.34,
,Greek Extra Virgin Olive Oil,93.33,3347.0,,0.0,,0.0,
,"Mustard, Honey",0.0,837.0,20.0,40.0,,0.0,
,"Grilled & Glazed Chicken Breast Fillets With Rib Meat & Seasoning, Teriyaki",2.68,523.0,5.36,8.04,0.0,17.86,
,Spicy Tomato Roja Salsa,0.0,138.0,3.33,6.67,0.0,0.0,
,Mini Pie Bites,19.05,2389.0,47.62,92.06,1.6,6.35,
,Original Tomato Ketchup,0.0,494.0,23.53,29.41,0.0,0.0,
,Mini Pie Bites,25.4,1795.0,28.57,46.03,3.2,4.76,
,Cream Puffs,25.33,1452.0,14.67,24.0,1.3,5.33,
,Cream soda,,189.0,11.864406779661,11.864406779661,,,
,Multi-Grain Toasted Cereal,3.45,1586.0,20.69,79.31,10.3,6.9,0.345
soybean,italian style tomato paste,0.0,382.0,12.1,21.2,6.06,3.03,
,Whole Wheat Flour,3.33,1536.0,0.0,73.33,13.3,13.33,
,Lemonade Drink Mix,0.0,803.0,0.0,0.0,0.0,0.0,
,Rooibos Red Tea,0.0,0.0,0.0,0.0,,0.0,
,"Diced Tomatoes In Tomato Juice, No Salt Added",0.0,88.0,2.5,4.17,0.8,0.0,
,Simple Truth organic Tomato Paste,0.0,318.0,12.1,15.2,6.06,12.1,1.24
,Diced Jalapeno Peppers,0.0,71.0,3.33,6.67,3.3,0.0,
,Sliced Jalapeno Peppers,0.0,75.0,3.57,3.57,0.0,0.0,
,Zero Calorie Sweetener With Sucralose,0.0,0.0,0.0,100.0,0.0,0.0,
,Stevia Blend,0.0,0.0,0.0,100.0,0.0,0.0,
,"Aloe Vera Drink, Original",0.0,192.0,9.58,10.83,0.0,0.0,
,"Grilled Chicken And Sausage Gumbo, Ready To Serve Soup",0.82,188.0,0.41,6.12,0.4,2.86,
,Chunky Chicken Corn Chowder,3.67,326.0,0.41,8.16,0.8,3.27,0.155
,Savory Pot Roast Ready To Serve Soup,0.41,188.0,1.22,7.76,0.8,2.45,0.26899999999999996
,"Crinkle Cut French Fried Potatoes, Extra Crispy",7.06,787.0,0.0,27.06,2.4,2.35,0.318
en:nuts,Unsweetened Almond Milk,1.25,69.6,0.41700000000000004,0.833,0.41700000000000004,0.41700000000000004,0.0792
,Family Size Deluxe Walnut Ultra Moist Brownie Mix,13.64,1774.0,48.48,75.76,3.0,6.06,
,100% Liquid Egg Whites,0.0,226.0,0.0,0.0,0.0,10.87,0.163
,"Delicate Cream Sauce, Rose",4.76,364.0,3.97,9.52,0.8,1.59,
,Basil Pesto Alfredo Cream Sauce,9.68,473.0,1.61,6.45,0.0,1.61,
,All-Vegetable Shortening,100.0,3837.0,,0.0,,0.0,
,Traditional Snack Mix,13.79,1874.0,6.9,72.41,3.4,6.9,0.10300000000000001
,Cheesecake,23.89,1519.0,24.78,34.51,0.9,4.42,
,Chicken Noodle Soup,0.82,155.0,0.82,4.9,0.4,2.04,
,Chunky Chicken And Rice Soup,0.41,121.0,0.41,4.9,0.4,1.22,
,Freestone Peach & Mango Salsa,0.0,280.0,13.33,13.33,0.0,0.0,
,"Microwave Popcorn, Butter",6.06,1523.0,0.0,69.7,15.2,9.09,
,Dairy Whipped Topping,20.0,1255.0,20.0,20.0,0.0,0.0,
,Tropical Mango Chunks,0.0,238.0,15.0,17.14,1.4,0.71,
,Raisin Bran,1.69,1347.0,10.17,77.97,11.9,,0.6609999999999999
,Chicken Pot Pie,18.02,1125.0,1.41,19.79,1.1,5.65,
,Beer Battered Fillets,12.0,962.0,5.0,21.0,2.0,10.0,
,Crispy Battered Fillets Whole Fish,8.0,1172.0,1.0,39.0,1.0,13.0,
,Unsweetened Guava,0.0,4.0,0.0,0.0,,0.0,
,Guayas Tea Energy Beverage,0.0,63.0,3.38,3.59,,0.0,
,"Guayusa Tea Energy Beverage, Hibiscus Berry",0.0,54.0,2.75,2.96,,0.0,
,Guayusa Tea Energy Beverage,0.0,4.0,0.0,0.0,,0.0,
,Enriched White Rice,0.0,1523.0,0.0,81.82,2.3,9.09,
,White Rice,0.0,1523.0,0.0,81.82,2.3,9.09,
,Brown Rice,2.33,1460.0,0.0,76.74,4.7,9.3,
,Long Grain Enriched Precooked Boil-In-Bag Rice,0.0,1473.0,0.0,79.63,0.0,7.41,
,"Cultured Reduced Fat Buttermilk, 1.5% Milkfat",1.46,209.0,5.42,5.42,0.0,3.75,
,Buttermilk,1.46,209.0,5.42,5.42,0.0,3.75,
,Jalapeno String Cheese,18.75,1222.0,0.0,4.17,0.0,25.0,
,All Vegetable Shortening,100.0,3837.0,,0.0,,0.0,
,Pinto Beans,0.0,1075.0,2.86,57.14,14.3,20.0,
,Garbanzo Beans,1.54,386.0,2.31,15.4,4.62,4.62,
,Mini Corn Dogs,11.84,1100.0,11.84,32.89,1.3,7.89,
,Vegetable Samosas,15.28,1105.0,1.39,27.78,1.4,5.56,
,Chicken And Bbq Sauce Bites,5.62,1151.0,13.75,40.0,1.2,13.75,
,Jalapeno Wontons With Bacon,30.0,1674.0,1.25,18.75,1.2,11.25,
,Sandwich Spread,30.0,1393.0,20.0,20.0,0.0,0.0,
,Olive Oil Mayo,42.86,1795.0,0.0,7.14,0.0,0.0,
,Coleslaw Dressing,48.39,2159.0,22.58,22.58,0.0,0.0,
,Coffee Cake Slices,16.67,1640.0,45.1,60.78,1.0,3.92,
,"Mini Filled Pretzels, Peanut Butter",20.0,1954.0,3.33,60.0,3.3,13.33,0.267
,"Mini Filled Pretzels, Peanut Butter",20.0,1954.0,3.33,60.0,3.3,13.33,0.267
,Peanut Butter Chip Mates,10.0,1812.0,3.33,76.67,3.3,6.67,0.267
,Organic Mixed Fruit Medley,0.0,268.0,12.14,15.0,1.4,0.71,
,"Taco Shells, Chilli Lime",27.27,1904.0,0.0,54.55,13.6,9.09,
,Taco Shells,22.73,1904.0,4.55,54.55,9.1,9.09,
,"Pot-Ready Angel Hair Half Length Pasta, Enriched Macaroni Product",1.79,1494.0,3.57,73.21,3.6,12.5,
,Reduced Sodium Chicken Broth,0.0,17.0,0.42,0.42,0.0,0.42,
,Chicken Broth,0.0,0.0,0.0,0.0,0.0,0.42,
,Spaghetti Enriched Macaroni Half Length Pasta,1.79,1494.0,3.57,73.21,3.6,12.5,
,"Penne Rigate, Enriched Pasta Product",1.79,1121.0,1.79,73.21,23.2,12.5,
,"Thin Spaghetti, Enriched Pasta Product",1.79,1121.0,1.79,73.21,23.2,12.5,
,Corn Tostadas,21.21,2029.0,3.03,69.7,6.1,6.06,
,Dark Red Kidney Beans,0.0,356.0,0.77,15.38,6.2,6.15,
,Black Beans,0.0,356.0,0.77,15.38,3.8,5.38,
,Organic Pinto Beans,0.0,356.0,0.77,16.15,3.8,5.38,
,Tri - Bean Blend,0.0,322.0,0.77,14.62,3.8,5.38,
,Great Northern Beans,0.0,356.0,0.77,15.38,4.6,5.38,
,Yellow Mustard,0.0,0.0,0.0,0.0,,0.0,
,Sweet & Hot Sliced Jalapeno Peppers,0.0,418.0,23.33,26.67,0.0,0.0,
,Italian Gnocchi With Potato,0.0,661.0,0.42,33.33,0.8,3.33,
,Vanilla Sandwich Cookies,20.0,2092.0,43.33,73.33,0.0,3.33,
,Beef Stew,6.36,477.0,1.69,9.75,0.8,3.81,
,Chicken Vienna Sausage In Chicken Broth,16.67,870.0,0.0,2.08,0.0,12.5,
,Beef Stew,4.24,339.0,1.27,7.2,0.4,3.81,
,Go cheese,7.0,377.0,2.0,2.0,,3.0,
,Sharp Cheddar Pasteurized Process Cheese Snack,22.58,1213.0,6.45,9.68,0.0,12.9,
,"Enriched, Spaghetti",1.79,1494.0,3.57,75.0,3.6,12.5,
,"Enriched, Spaghetti",1.79,1494.0,3.57,75.0,3.6,12.5,
,Classic Apple Sauce,0.0,297.0,15.71,17.86,1.4,0.0,
,Reduced Fat Vienna Sausage,9.38,611.0,0.0,4.17,0.0,10.42,
,Cookies,25.0,2092.0,35.71,64.29,3.6,3.57,
,"Enriched, Thin Spaghetti",1.79,1494.0,3.57,75.0,3.6,12.5,
,"Enriched, Elbow Macaroni",1.79,1494.0,3.57,75.0,3.6,12.5,
,Unsweetened Applesauce,0.0,180.0,8.57,10.71,1.4,0.0,
,"Enriched Macaroni Product, Lasagna",1.79,1494.0,3.57,75.0,3.6,12.5,
,"Enriched Macaroni Product, Fettuccine",1.79,1494.0,3.57,75.0,3.6,12.5,
,Penne Regate,1.79,1494.0,3.57,75.0,3.6,12.5,
,Apple Sauce,0.0,297.0,15.71,17.86,1.4,0.0,
,Classic Applesauce,0.0,297.0,15.71,17.86,1.4,0.0,0.071
,Unsweetened Applesauce,0.0,180.0,8.57,10.71,1.4,0.0,0.08199999999999999
,Chunky Applesauce,0.0,272.0,14.52,17.74,0.8,0.81,
,Applesauce,0.0,297.0,15.71,17.86,1.4,0.0,0.071
,"Enriched, Thin Spaghetti",1.79,1494.0,3.57,75.0,3.6,12.5,
,Classic Fajita Cooking Sauce,0.0,280.0,10.0,13.33,0.0,0.0,
,"Enriched, Vermicelli",1.79,1494.0,3.57,75.0,3.6,12.5,
,"Enriched Macaroni Product, Angel Hair",1.79,1494.0,3.57,75.0,3.6,12.5,
,"Enriched Macaroni Product, Shells",1.79,1494.0,3.57,75.0,3.6,12.5,
,"Enriched Macaroni Product, Rotini",1.79,1494.0,3.57,75.0,3.6,12.5,
,"Enriched Macaroni, Tomato Macaroni, & Spinach Macaroni Product, Rainbow Twirls",1.79,1569.0,3.57,75.0,1.8,12.5,
,"Alfredo Sauce, Four Cheese",9.68,473.0,1.61,6.45,0.0,1.61,
,"Alfredo Sauce, Roasted Garlic",11.29,540.0,3.23,6.45,0.0,1.61,
,Lite Raspberry Vinaigrette,20.0,1046.0,16.67,20.0,0.0,0.0,
,"Lite Four Leaf Balsamic, Vinaigrette & Marinade",20.0,908.0,6.67,10.0,0.0,0.0,
,Classic Mayo Real Mayonnaise,78.57,2987.0,0.0,0.0,0.0,0.0,
,Classic Mayo Real Mayonnaise,78.57,2987.0,0.0,0.0,0.0,0.0,
,Extra Virgin Olive Oil,93.33,3347.0,0.0,0.0,0.0,0.0,
,Crispy Rice Cereal,0.0,1648.0,12.12,87.88,0.0,6.06,0.106
,"Enriched, Wide Egg Noodles",5.36,1644.0,3.57,71.43,1.8,14.29,
,Vodka Pasta Sauce,2.8,268.0,5.6,8.0,1.6,1.6,
,Shells & Cheese,4.29,1552.0,10.0,70.0,2.9,14.29,
,Macaroni & Cheese,2.86,1552.0,10.0,72.86,2.9,12.86,
,"Deluxe Shells 7 Cheddar, Macaroni & Cheese Dinner",12.39,1368.0,5.31,43.36,1.8,9.73,
,Macarini & Cheese Dinner,3.57,1552.0,10.0,70.0,2.9,14.29,
,Original Macaroni & Cheese Dinner,2.86,1552.0,8.57,72.86,2.9,12.86,
,Deluxe Original Macaroni & Cheese Dinner,11.11,1393.0,6.06,47.47,2.0,11.11,
,Graham Cracker,23.81,2192.0,28.57,66.67,4.8,4.76,
,Butter Spread,50.0,1795.0,0.0,0.0,0.0,0.0,
,"Quick Bread & Muffin Mix, Banana",6.06,1648.0,39.39,78.79,3.0,6.06,
,Hoisin sauce,0.0,736.0,41.18,41.18,,0.0,
,White grape,0.01,276.0,15.0,15.83,,0.01,
,"Thai Inspirations, Sweet Chili Suace",0.0,837.0,43.33,50.0,,0.0,
,"Living Well, Multi-Grain Cereal",4.69,1569.0,18.75,78.12,6.2,9.38,0.469
,"Living Well, Multi-Grain Cereal, Cinnamon",3.12,1569.0,25.0,81.25,6.2,9.38,0.43799999999999994
,Classic Ripples Potato Chips,35.71,2243.0,0.0,53.57,3.6,7.14,1.286
,Chopped Kale,0.0,121.0,0.0,3.53,2.4,2.35,
,"Ripples Potato Chips, Cheddar, Sour Cream",32.14,2243.0,3.57,53.57,3.6,7.14,1.25
,Haricots Verts Green Beans,0.0,151.0,2.41,6.02,2.4,1.2,
